"BookName","Edition","ISBN13","ISBN10","Author1","Description"
"Horngren's Cost Accounting: A Managerial Emphasis (16th Edition)","16th Edition","9780134475585","134475585","Srikant M. Datar, Madhav V. Rajan","The text that defined the cost accounting market

Horngren?s Cost Accounting defines the cost accounting market and continues to innovate today by consistently integrating the most current practice and theory into the text. This acclaimed, market-leading text emphasizes the basic theme of ?different costs for different purposes,? and reaches beyond cost accounting procedures to consider concepts, analyses, and management. The 16th Edition incorporates the latest research and most up-to-date thinking into all relevant chapters, so that readers are prepared for the rewards and challenges they will face in the professional cost accounting world of today and tomorrow.


Also available with MyLab Accounting

MyLab? Accounting is an online homework, tutorial, and assessment program designed to work with this text to engage students and improve results. Within its structured environment, students practice what they learn, test their understanding, and pursue a personalized study plan that helps them better absorb course material and understand difficult concepts.


Horngren?s Cost Accounting ,  16th Edition is also available via Revel?, an interactive learning environment that enables students to read, practice, and study in one continuous experience. 



Note: You are purchasing a standalone product; MyLab Accounting does not come packaged with this content. Students, if interested in purchasing this title with MyLab Accounting, ask your instructor for the correct package ISBN and Course ID. Instructors, contact your Pearson representative for more information.


If you would like to purchase both the physical text and MyLab Accounting, search for: 



0134642449 / 9780134642444 Cost Accounting Plus MyLab Accounting with Pearson eText -- Access Card Package, 16/e


Package consists of:

0134475585 / 9780134475585 Cost Accounting

0134476387 / 9780134476384 MyLab Accounting with Pearson eText -- Access Card -- for Cost Accounting"
"CONNECT ONLINE ACCESS FOR FINANCIAL AND","7th Edition","9781260591231","1260591239","Wild",
"FINANCIAL+MANAG...(LL)-W/ACCESS>CUSTOM<","7th Edition","9781260196085","1260196089","Wild",
"MyLab Accounting with Pearson eText -- Access Card -- for Horngren's Financial & Managerial Accounting, The Managerial Chapters","6th Edition","9780134461724","013446172X","Tracie L. Miller-Nobles, Brenda L. Mattison, Ella Mae Matsumura",
"ACCOUNTING PRINCIPLES VOL.1 QCC >IC<","16th Edition","9781119263128","1119263123","Weygandt",
"FINANCIAL ACCT.:TOOLS...-WILEYPLUS PKG.","8th Edition","9781118953952","1118953959","Kimmel",
"Fundamentals of Financial Management, Concise, Loose-Leaf Version","9th Edition","9781305635951","1305635957","HOUSTON, Joel F., Brigham, Eugene F.","Normal wear and tear from moderate use. May not include supplements."
"Financial & Managerial Accounting","14th Edition","9781337119207","1337119202","Carl Warren, James M. Reeve, Jonathan Duchac","Gain a solid foundation in the core accounting concepts as you develop a true appreciation for why accounting is important to business and a prosperous society with Warren/Reeve/Duchac's FINANCIAL AND MANAGERIAL ACCOUNTING, 14E. This latest edition clearly demonstrates how accounting is more than just data and black and white rules. Instead, you see how accounting provides key information used to make critical business decisions. A new chapter schema provides context that emphasizes how each chapter's content fits into the big picture. The book focuses on why accounting is important and consistently reinforces connections to the big picture throughout the text by connecting journal entries to the accounting equation. You also gain important practice in making business decisions."
"Loose-leaf for Fundamentals of Financial Accounting","5th Edition","9781259115400","1259115402","Fred Phillips Associate Professor, Robert Libby, Patricia Libby","Binder is included."
"Intermediate Accounting: IFRS Edition","3rd Edition","9781119372936","1119372933","Donald E. Kieso, Jerry J. Weygandt, Terry D. Warfield","Intermediate Accounting: IFRS Edition provides the tools global accounting students need to understand IFRS and how it is applied in practice. The emphasis on fair value, the proper accounting for financial instruments, and the new developments related to leasing, revenue recognition, and financial statement presentation are examined in light of current practice. Global Accounting Insights highlight the important differences that remain between IFRS and U.S. GAAP, and discuss the ongoing joint convergence efforts to resolve them. Comprehensive, up-to-date, and accurate, Intermediate Accounting: IFRS Edition includes proven pedagogical tools, designed to help students learn more effectively and to answer the changing needs of this course."
"Connect Access Card for Managerial Accounting","16th Edition","9781259995378","1259995372","Ray Garrison, Eric Noreen, Peter Brewer","McGraw-Hill Connect Access Card for Managerial Accounting 16th Edition textbook solutions (ISBN: 9781259995378)  is a subscription-based learning service accessible online through your personal computer or tablet. Choose this option if your instructor will require Connect to be used in the course. Your subscription to Connect includes the following: SmartBook(r) - an adaptive digital version of the course textbook that personalizes your reading experience based on how well you are learning the content. Access to your instructor s homework assignments, quizzes, syllabus, notes, reminders, and other important files for the course. Progress dashboards that quickly show how you are performing on your assignments and tips for improvement. 

The option to purchase (for a small fee) a print version of the book. This binder-ready, loose-leaf version includes free shipping. Complete system requirements to use Connect can be found here: http: //www.mheducation.com/highered/platforms/connect/training-support-students.html"
